len,ngram,pct
3,LdrGetProcedureAddress NtLoadDriver Process32NextW,0.2875902516531533
7,GetFileVersionInfoExW RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA,0.2867958034441666
3,recv LdrGetProcedureAddress NtLoadDriver,0.2760240203752599
9,GetFileVersionInfoExW RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA,0.2750192770521298
4,recv LdrGetProcedureAddress NtLoadDriver Process32NextW,0.2741313643479683
3,Process32NextW RemoveDirectoryW InternetConnectA,0.2738743369862373
3,NtCreateSection Process32NextW NtLoadKey,0.2738509708624436
4,WSAAccept NtCreateSection Process32NextW NtLoadKey,0.2738276047386499
4,NtCreateSection Process32NextW NtLoadKey InternetConnectA,0.2737808724910625
5,WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA,0.2737575063672687
3,CryptHashData FindResourceW GetFileType,0.2703226861695913
6,OleInitialize RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW,0.2615837558707386
7,OleInitialize RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA,0.2604388158048461
3,RemoveDirectoryW InternetConnectA CoUninitialize,0.2576816131971867
3,InternetConnectA GetComputerNameW recv,0.2549945089609085
4,RemoveDirectoryW InternetConnectA GetComputerNameW recv,0.2549711428371147
3,GetComputerNameW recv LdrGetProcedureAddress,0.2542234268757156
5,RemoveDirectoryW InternetConnectA GetComputerNameW recv LdrGetProcedureAddress,0.2541766946281281
4,GetComputerNameW recv LdrGetProcedureAddress NtLoadDriver,0.2508119728018319
6,RemoveDirectoryW InternetConnectA GetComputerNameW recv LdrGetProcedureAddress NtLoadDriver,0.2507652405542445
5,GetComputerNameW recv LdrGetProcedureAddress NtLoadDriver Process32NextW,0.2499006939738766
7,RemoveDirectoryW InternetConnectA GetComputerNameW recv LdrGetProcedureAddress NtLoadDriver Process32NextW,0.2498539617262892
3,Process32NextW CryptHashData OleInitialize,0.2396195995046381
4,InternetConnectA NtLoadKey InternetConnectA CreateActCtxW,0.2381475337056335
3,GetAdaptersAddresses NtLoadKey InternetConnectA,0.2374465499918218
3,Process32NextW SetStdHandle LookupAccountSidW,0.2371427903825034
4,Process32NextW SetStdHandle LookupAccountSidW GetAdaptersAddresses,0.2346893473841624
4,Process32NextW CryptHashData OleInitialize RemoveDirectoryW,0.2335444073182699
5,Process32NextW CryptHashData OleInitialize RemoveDirectoryW InternetConnectA,0.2328667897282519
3,InternetConnectA recv CoGetClassObject,0.2302731499871486
3,LookupAccountSidW GetAdaptersAddresses NtLoadKey,0.2295955323971306
4,SetStdHandle LookupAccountSidW GetAdaptersAddresses NtLoadKey,0.229058111549875
5,NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW,0.2284272262074444
4,LookupAccountSidW GetAdaptersAddresses NtLoadKey InternetConnectA,0.2283337617122695
6,InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW,0.2282870294646821
5,SetStdHandle LookupAccountSidW GetAdaptersAddresses NtLoadKey InternetConnectA,0.2279131714839825
5,RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey,0.2262074444470407
6,RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA,0.2258803187139285
3,InternetConnectA SetStdHandle LookupAccountSidW,0.2251326027525294
4,InternetConnectA SetStdHandle LookupAccountSidW GetAdaptersAddresses,0.2226090613828072
3,NtTerminateThread SetStdHandle LookupAccountSidW,0.2194312685468607
3,RemoveDirectoryW InternetConnectA GetFileVersionInfoExW,0.2191976073089235
3,LookupAccountSidW GetAdaptersAddresses NtTerminateThread,0.2191742411851298
7,RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW,0.2190340444423674
4,NtTerminateThread SetStdHandle LookupAccountSidW GetAdaptersAddresses,0.2189639460709863
2,GetAdaptersAddresses NtTerminateThread,0.2188938476996051
4,LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses,0.2186134542140804
4,SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread,0.2184031590999369
4,CryptHashData FindResourceW GetFileType FindResourceW,0.218309694604762
5,CryptHashData FindResourceW GetFileType FindResourceW GetFileType,0.2180993994906185
5,SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses,0.217889104376475
6,NtTerminateThread SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses,0.2176087108909503
6,RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA,0.2164404047012641
6,InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey,0.2136131037222235
2,__anomaly__ RemoveDirectoryW,0.2129354861322055
7,RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey,0.2116269831997569
8,RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA,0.2113232235904386
9,RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW,0.2094072014393532
3,CoGetClassObject NtShutdownSystem ShellExecuteExW,0.2084024581162231
8,RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA,0.2063696053461691
3,OpenSCManagerA SetStdHandle CryptUnprotectMemory,0.2061359441082318
8,InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey,0.2045003154426712
9,RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey,0.2044769493188775
10,RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA,0.2040563590905904
8,InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey,0.2030983480150477
10,RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA,0.2024207304250297
3,InternetConnectA NtLoadKey FindResourceW,0.2023272659298549
4,RemoveDirectoryW InternetConnectA NtLoadKey FindResourceW,0.2023038998060611
10,InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW,0.2014159871018996
10,InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey,0.2003177792835946
3,NtCreateSection Process32NextW RemoveDirectoryW,0.1919293408416477
3,NtLoadKey InternetConnectA OleInitialize,0.1918826085940603
3,CertCreateCertificateContext LoadStringW GetFileType,0.1913685538705984
3,NtShutdownSystem ShellExecuteExW Process32NextW,0.1912517232516297
3,CreateActCtxW RemoveDirectoryW InternetConnectA,0.1902002476809122
3,NtQueryKey OleInitialize RemoveDirectoryW,0.1899665864429749
4,OleInitialize NtQueryKey OleInitialize RemoveDirectoryW,0.1894291655957193
4,NtCreateSection Process32NextW RemoveDirectoryW InternetConnectA,0.1894057994719256
3,FindResourceW GetFileType NtLoadKey,0.1886347173867327
3,GetFileVersionInfoExW NtLoadKey InternetConnectA,0.1882608594060331
3,NtCreateSection Process32NextW InternetConnectA,0.1873495805780779
3,InternetConnectA CreateActCtxW RemoveDirectoryW,0.1861812743883917
4,NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW,0.1858307825314858
5,NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW InternetConnectA,0.1853868261794051
3,CreateThread NtLoadKey InternetConnectA,0.1853400939318176
5,FindResourceW GetFileType FindResourceW GetFileType NtLoadKey,0.1847559408369745
3,recv CoGetClassObject NtShutdownSystem,0.1846391102180059
3,InternetConnectA __anomaly__ RemoveDirectoryW,0.1846157440942122
4,recv CoGetClassObject NtShutdownSystem ShellExecuteExW,0.1842886183611
4,InternetConnectA __anomaly__ RemoveDirectoryW __anomaly__,0.1841484216183377
4,WSAAccept NtCreateSection Process32NextW InternetConnectA,0.184125055494544
3,CryptDecrypt SetStdHandle LookupAccountSidW,0.1835409023997009
2,InternetConnectA Thread32Next,0.1828399186858892
4,InternetConnectA Thread32Next InternetConnectA sendto,0.1828165525620954
3,NtLoadKey FindResourceW GetFileType,0.1823725962100147
5,Process32NextW WSAAccept NtCreateSection Process32NextW InternetConnectA,0.1819753721055214
3,HttpSendRequestA InternetGetConnectedStateExW GetAdaptersAddresses,0.1819520059817277
7,WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW InternetConnectA,0.1819052737341402
6,CryptHashData FindResourceW GetFileType FindResourceW GetFileType FindResourceW,0.180993994906185
7,CryptHashData FindResourceW GetFileType FindResourceW GetFileType FindResourceW GetFileType,0.1809005304110101
8,CryptHashData FindResourceW GetFileType FindResourceW GetFileType FindResourceW GetFileType FindResourceW,0.1808537981634226
10,GetFileVersionInfoExW RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey,0.1806668691730728
9,CryptHashData FindResourceW GetFileType FindResourceW GetFileType FindResourceW GetFileType FindResourceW GetFileType,0.1805266724303105
10,CryptHashData FindResourceW GetFileType FindResourceW GetFileType FindResourceW GetFileType FindResourceW GetFileType FindResourceW,0.1800359838306423
5,InternetConnectA NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW,0.1790546066313059
7,InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW,0.178961142136131
3,ShellExecuteExW Process32NextW SetStdHandle,0.1788209453933687
4,NtShutdownSystem ShellExecuteExW Process32NextW SetStdHandle,0.1787975792695749
3,NtTerminateThread GetAdaptersAddresses SetStdHandle,0.1785639180316377
3,GetFileType NtLoadKey InternetConnectA,0.178540551907844
9,InternetConnectA RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW,0.1784470874126691
4,CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW,0.1784470874126691
5,LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses SetStdHandle,0.1784470874126691
5,InternetConnectA recv CoGetClassObject NtShutdownSystem ShellExecuteExW,0.1784237212888753
5,recv CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW,0.1784003551650816
3,LookupAccountSidW GetAdaptersAddresses CryptDecrypt,0.1783769890412879
4,ShellExecuteExW Process32NextW SetStdHandle LookupAccountSidW,0.1783769890412879
10,CoUninitialize WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW InternetConnectA Thread32Next InternetConnectA,0.1783536229174942
10,RemoveDirectoryW InternetConnectA CoUninitialize WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW InternetConnectA,0.1783536229174942
10,Process32NextW InternetConnectA Thread32Next InternetConnectA sendto InternetConnectA recv CoGetClassObject NtShutdownSystem ShellExecuteExW,0.1783536229174942
10,Process32NextW WSAAccept NtCreateSection Process32NextW InternetConnectA Thread32Next InternetConnectA sendto InternetConnectA recv,0.1783536229174942
10,InternetConnectA CoUninitialize WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW InternetConnectA Thread32Next,0.1783536229174942
10,InternetConnectA CreateActCtxW RemoveDirectoryW InternetConnectA CoUninitialize WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection,0.1783536229174942
10,InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW InternetConnectA CoUninitialize WSAAccept,0.1783536229174942
10,InternetConnectA recv CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW SetStdHandle LookupAccountSidW GetAdaptersAddresses CryptDecrypt,0.1783536229174942
10,InternetConnectA Thread32Next InternetConnectA sendto InternetConnectA recv CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW,0.1783536229174942
10,sendto InternetConnectA recv CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW SetStdHandle LookupAccountSidW GetAdaptersAddresses,0.1783536229174942
10,WSAAccept NtCreateSection Process32NextW InternetConnectA Thread32Next InternetConnectA sendto InternetConnectA recv CoGetClassObject,0.1783536229174942
10,WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW InternetConnectA Thread32Next InternetConnectA sendto,0.1783536229174942
10,Thread32Next InternetConnectA sendto InternetConnectA recv CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW SetStdHandle,0.1783536229174942
10,InternetConnectA NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW InternetConnectA CoUninitialize WSAAccept NtCreateSection Process32NextW,0.1783536229174942
10,CreateActCtxW RemoveDirectoryW InternetConnectA CoUninitialize WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW,0.1783536229174942
10,NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW InternetConnectA CoUninitialize WSAAccept NtCreateSection,0.1783536229174942
10,NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW InternetConnectA Thread32Next InternetConnectA sendto InternetConnectA,0.1783536229174942
10,NtCreateSection Process32NextW InternetConnectA Thread32Next InternetConnectA sendto InternetConnectA recv CoGetClassObject NtShutdownSystem,0.1783536229174942
10,NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW InternetConnectA CoUninitialize WSAAccept NtCreateSection Process32NextW WSAAccept,0.1783536229174942
10,InternetConnectA sendto InternetConnectA recv CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW SetStdHandle LookupAccountSidW,0.1783536229174942
10,RemoveDirectoryW InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA CreateActCtxW RemoveDirectoryW InternetConnectA CoUninitialize,0.1783536229174942
10,recv CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW SetStdHandle LookupAccountSidW GetAdaptersAddresses CryptDecrypt SetStdHandle,0.1781433278033507
10,CoGetClassObject NtShutdownSystem ShellExecuteExW Process32NextW SetStdHandle LookupAccountSidW GetAdaptersAddresses CryptDecrypt SetStdHandle LookupAccountSidW,0.1781433278033507
10,ShellExecuteExW Process32NextW SetStdHandle LookupAccountSidW GetAdaptersAddresses CryptDecrypt SetStdHandle LookupAccountSidW NtTerminateThread SetStdHandle,0.1780732294319695
8,SetStdHandle LookupAccountSidW NtTerminateThread SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses,0.1780732294319695
10,CryptDecrypt SetStdHandle LookupAccountSidW NtTerminateThread SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses SetStdHandle,0.1780732294319695
9,GetAdaptersAddresses CryptDecrypt SetStdHandle LookupAccountSidW NtTerminateThread SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread,0.1780732294319695
10,NtShutdownSystem ShellExecuteExW Process32NextW SetStdHandle LookupAccountSidW GetAdaptersAddresses CryptDecrypt SetStdHandle LookupAccountSidW NtTerminateThread,0.1780732294319695
10,LookupAccountSidW GetAdaptersAddresses CryptDecrypt SetStdHandle LookupAccountSidW NtTerminateThread SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread,0.1780732294319695
10,LookupAccountSidW NtTerminateThread SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses SetStdHandle LookupAccountSidW GetAdaptersAddresses,0.1780732294319695
7,SetStdHandle LookupAccountSidW GetAdaptersAddresses CryptDecrypt SetStdHandle LookupAccountSidW NtTerminateThread,0.1780732294319695
10,Process32NextW SetStdHandle LookupAccountSidW GetAdaptersAddresses CryptDecrypt SetStdHandle LookupAccountSidW NtTerminateThread SetStdHandle LookupAccountSidW,0.1780732294319695
4,FindResourceW GetFileType NtLoadKey InternetConnectA,0.1777928359464448
4,SetStdHandle LookupAccountSidW GetAdaptersAddresses GetFileSizeEx,0.1775591747085076
4,NtLoadKey FindResourceW GetFileType FindResourceW,0.1775591747085076
10,NtTerminateThread SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses SetStdHandle LookupAccountSidW GetAdaptersAddresses GetFileSizeEx,0.1775358085847138
10,SetStdHandle LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses SetStdHandle LookupAccountSidW GetAdaptersAddresses GetFileSizeEx __exception__,0.1759001799191532
5,NtLoadKey FindResourceW GetFileType FindResourceW GetFileType,0.1744514802439423
3,RemoveDirectoryW InternetConnectA GetTimeZoneInformation,0.1741710867584176
6,FindResourceW GetFileType FindResourceW GetFileType NtLoadKey InternetConnectA,0.1739841577680678
3,CopyFileExW GetAdaptersAddresses SetStdHandle,0.173797228777718
2,RemoveDirectoryW __anomaly__,0.1723485291025072
3,GetFileSizeEx __exception__ GetKeyState,0.1716709115124892
3,NtLoadKey InternetConnectA NtSetValueKey,0.1715774470173143
10,LookupAccountSidW GetAdaptersAddresses NtTerminateThread GetAdaptersAddresses SetStdHandle LookupAccountSidW GetAdaptersAddresses GetFileSizeEx __exception__ GetKeyState,0.1712269551604084
4,Process32NextW NtLoadKey InternetConnectA NtLoadKey,0.17092319555109
3,SetStdHandle WSAAccept NtCreateSection,0.1708297310559151
5,Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA,0.170666168189359
3,RemoveDirectoryW InternetConnectA WSAConnect,0.170502605322803
2,OleInitialize CryptHashData,0.1701053812183097
3,InternetConnectA SetStdHandle WSAAccept,0.1694744958758791
4,InternetConnectA SetStdHandle WSAAccept NtCreateSection,0.1693576652569105
4,NtLoadKey InternetConnectA SetStdHandle WSAAccept,0.1692875668855293
5,NtLoadKey InternetConnectA SetStdHandle WSAAccept NtCreateSection,0.1692642007617356
4,InternetConnectA NtLoadKey InternetConnectA NtSetValueKey,0.168890342781036
5,NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey,0.1687501460382737
7,NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey,0.1684931186765427
7,Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA,0.168212725191018
4,CreateThread NtLoadKey InternetConnectA SetStdHandle,0.1678855994579059
3,FindResourceW GetFileType CryptHashData,0.1678622333341122
3,CreateThread RemoveDirectoryW InternetConnectA,0.1675117414772063
4,NtLoadKey InternetConnectA NtSetValueKey OleInitialize,0.1673949108582377
6,NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize,0.167371544734444
8,NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize,0.1672780802392691
4,OleInitialize CryptHashData OleInitialize RemoveDirectoryW,0.1672547141154753
3,FindResourceW GetFileType RegEnumKeyExA,0.1671846157440942
4,InternetConnectA NtSetValueKey OleInitialize SetStdHandle,0.1670911512489193
9,NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize SetStdHandle,0.1670444190013318
5,CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept,0.1669976867537444
5,OleInitialize CryptHashData OleInitialize RemoveDirectoryW InternetConnectA,0.1669743206299506
6,CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept NtCreateSection,0.1669743206299506
3,NtCreateSection NtLoadKey InternetConnectA,0.1669509545061569
3,WSAAccept NtCreateSection NtLoadKey,0.1669275883823632
8,Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey,0.1668808561347758
7,CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept NtCreateSection NtLoadKey,0.1668808561347758
8,CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept NtCreateSection NtLoadKey InternetConnectA,0.166857490010982
8,CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA SetStdHandle,0.166857490010982
9,CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept,0.1667640255158071
9,SetFilePointerEx CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA SetStdHandle,0.1667640255158071
10,CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept NtCreateSection,0.1667406593920134
10,SetFilePointerEx CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept,0.1666705610206323
10,RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept NtCreateSection NtLoadKey,0.1666471948968385
9,InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA SetStdHandle WSAAccept NtCreateSection NtLoadKey,0.1666238287730448
3,SetStdHandle SetFilePointerEx CreateThread,0.1665303642778699
9,SetStdHandle SetFilePointerEx CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA,0.1664836320302825
3,OleInitialize SetStdHandle SetFilePointerEx,0.1664135336589013
10,OleInitialize SetStdHandle SetFilePointerEx CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey InternetConnectA,0.1663901675351076
9,Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize,0.1660396756782017
5,Process32NextW WSAAccept NtCreateSection Process32NextW NtLoadKey,0.1659462111830268
6,Process32NextW WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA,0.1658761128116457
7,WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW NtLoadKey,0.1658527466878519
10,Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize SetStdHandle,0.1658293805640582
10,NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize SetStdHandle SetFilePointerEx,0.1658060144402645
10,NtLoadKey InternetConnectA NtSetValueKey OleInitialize SetStdHandle SetFilePointerEx CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation,0.1657826483164707
10,NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize SetStdHandle SetFilePointerEx CreateThread RemoveDirectoryW,0.1657826483164707
10,NtSetValueKey OleInitialize SetStdHandle SetFilePointerEx CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread NtLoadKey,0.1657826483164707
8,WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA,0.1657826483164707
7,WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA,0.1657826483164707
10,InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize SetStdHandle SetFilePointerEx CreateThread,0.1657826483164707
10,InternetConnectA NtSetValueKey OleInitialize SetStdHandle SetFilePointerEx CreateThread RemoveDirectoryW InternetConnectA GetTimeZoneInformation CreateThread,0.1657826483164707
9,InternetConnectA NtLoadKey InternetConnectA NtSetValueKey OleInitialize SetStdHandle SetFilePointerEx CreateThread RemoveDirectoryW,0.1657826483164707
10,WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA,0.165759282192677
8,Process32NextW WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW NtLoadKey,0.1656424515737084
9,WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA,0.1656190854499147
10,Process32NextW WSAAccept NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA NtLoadKey,0.165595719326121
10,NtCreateSection Process32NextW WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey,0.165595719326121
10,WSAAccept NtCreateSection Process32NextW NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtLoadKey InternetConnectA NtSetValueKey,0.165595719326121
